2.200000000000000000e+01,-1.900000000000000000e+01,7.000000000000000000e+00,1.013000000000000000e+03,1.148700000000000045e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,-2.100000000000000000e+01,7.000000000000000000e+00,1.014000000000000000e+03,1.197900000000000063e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+01,-2.100000000000000000e+01,7.000000000000000000e+00,1.014000000000000000e+03,1.255999999999999943e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,-2.100000000000000000e+01,6.000000000000000000e+00,1.014000000000000000e+03,1.305200000000000102e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+01,-2.000000000000000000e+01,7.000000000000000000e+00,1.014000000000000000e+03,1.376699999999999875e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,-2.000000000000000000e+01,7.000000000000000000e+00,1.014000000000000000e+03,1.434799999999999898e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.300000000000000000e+01,-2.000000000000000000e+01,7.000000000000000000e+00,1.013000000000000000e+03,1.475000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000000000e+01,-2.000000000000000000e+01,6.000000000000000000e+00,1.013000000000000000e+03,1.515200000000000102e+02,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+01,-2.000000000000000000e+01,6.000000000000000000e+00,1.013000000000000000e+03,1.533100000000000023e+02,0.000000000000000000e+00,0.000000000000000000e+00
7.900000000000000000e+01,-1.800000000000000000e+01,3.000000000000000000e+00,1.012000000000000000e+03,8.900000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.200000000000000000e+01,-1.800000000000000000e+01,4.000000000000000000e+00,1.012000000000000000e+03,4.019999999999999574e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.060000000000000000e+02,-1.900000000000000000e+01,6.000000000000000000e+00,1.012000000000000000e+03,8.939999999999999503e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e+01,-1.900000000000000000e+01,6.000000000000000000e+00,1.013000000000000000e+03,1.608999999999999986e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.800000000000000000e+01,-1.800000000000000000e+01,6.000000000000000000e+00,1.013000000000000000e+03,2.189999999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.300000000000000000e+01,-1.800000000000000000e+01,7.000000000000000000e+00,1.014000000000000000e+03,2.682000000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.100000000000000000e+01,-1.800000000000000000e+01,8.000000000000000000e+00,1.015000000000000000e+03,3.173999999999999844e+01,0.000000000000000000e+00,0.000000000000000000e+00
