6.999999999999999556e-01,8.330000000000000000e+02,-2.000000000000000000e+02,2.000000000000000000e+00,5.840000000000000000e+02,1.070000000000000000e+02,1.144000000000000000e+03,8.000000000000000000e+01,8.210000000000000000e+02,4.630000000000000000e+02,1.130000000000000071e+01,3.250000000000000000e+01,4.334000000000000075e-01
1.100000000000000089e+00,8.770000000000000000e+02,-2.000000000000000000e+02,2.799999999999999822e+00,6.420000000000000000e+02,1.760000000000000000e+02,1.037000000000000000e+03,1.120000000000000000e+02,8.590000000000000000e+02,5.650000000000000000e+02,1.100000000000000000e+01,3.300000000000000000e+01,4.330999999999999850e-01
1.100000000000000089e+00,8.920000000000000000e+02,-2.000000000000000000e+02,3.299999999999999822e+00,6.680000000000000000e+02,1.800000000000000000e+02,1.017000000000000000e+03,1.210000000000000000e+02,8.720000000000000000e+02,6.320000000000000000e+02,1.030000000000000071e+01,3.500000000000000000e+01,4.376999999999999780e-01
1.199999999999999956e+00,8.990000000000000000e+02,-2.000000000000000000e+02,3.399999999999999911e+00,6.740000000000000000e+02,2.120000000000000000e+02,1.002000000000000000e+03,1.320000000000000000e+02,8.930000000000000000e+02,6.910000000000000000e+02,8.400000000000000355e+00,4.089999999999999858e+01,4.541999999999999926e-01
2.000000000000000000e+00,1.008000000000000000e+03,-2.000000000000000000e+02,7.099999999999999645e+00,8.610000000000000000e+02,3.310000000000000000e+02,8.390000000000000000e+02,1.600000000000000000e+02,9.770000000000000000e+02,9.430000000000000000e+02,8.300000000000000711e+00,3.850000000000000000e+01,4.228000000000000091e-01
2.200000000000000178e+00,1.013000000000000000e+03,-2.000000000000000000e+02,7.400000000000000355e+00,8.730000000000000000e+02,3.690000000000000000e+02,8.200000000000000000e+02,1.670000000000000000e+02,9.840000000000000000e+02,9.850000000000000000e+02,8.099999999999999645e+00,3.789999999999999858e+01,4.099999999999999756e-01
1.500000000000000000e+00,9.120000000000000000e+02,-2.000000000000000000e+02,4.299999999999999822e+00,7.300000000000000000e+02,2.740000000000000000e+02,9.590000000000000000e+02,1.570000000000000000e+02,8.930000000000000000e+02,8.210000000000000000e+02,7.700000000000000178e+00,3.900000000000000000e+01,4.106000000000000205e-01
1.199999999999999956e+00,9.070000000000000000e+02,-2.000000000000000000e+02,3.899999999999999911e+00,7.050000000000000000e+02,1.990000000000000000e+02,9.950000000000000000e+02,1.300000000000000000e+02,8.800000000000000000e+02,7.670000000000000000e+02,7.000000000000000000e+00,4.150000000000000000e+01,4.193000000000000060e-01
1.500000000000000000e+00,9.530000000000000000e+02,-2.000000000000000000e+02,5.200000000000000178e+00,7.710000000000000000e+02,2.480000000000000000e+02,9.050000000000000000e+02,1.450000000000000000e+02,9.360000000000000000e+02,8.950000000000000000e+02,6.599999999999999645e+00,4.260000000000000142e+01,4.178999999999999937e-01
1.399999999999999911e+00,9.160000000000000000e+02,-2.000000000000000000e+02,3.799999999999999822e+00,7.010000000000000000e+02,1.970000000000000000e+02,9.540000000000000000e+02,1.330000000000000000e+02,8.990000000000000000e+02,7.910000000000000000e+02,6.400000000000000355e+00,4.420000000000000284e+01,4.279999999999999916e-01
1.199999999999999956e+00,8.940000000000000000e+02,-2.000000000000000000e+02,3.500000000000000000e+00,6.820000000000000000e+02,1.470000000000000000e+02,9.910000000000000000e+02,1.100000000000000000e+02,8.810000000000000000e+02,7.700000000000000000e+02,6.000000000000000000e+00,4.600000000000000000e+01,4.349000000000000088e-01
1.000000000000000000e+00,8.950000000000000000e+02,-2.000000000000000000e+02,2.899999999999999911e+00,6.480000000000000000e+02,1.350000000000000000e+02,1.001000000000000000e+03,1.000000000000000000e+02,8.750000000000000000e+02,8.390000000000000000e+02,4.400000000000000355e+00,5.310000000000000142e+01,4.484000000000000208e-01
5.999999999999999778e-01,8.450000000000000000e+02,-2.000000000000000000e+02,1.399999999999999911e+00,5.340000000000000000e+02,-2.000000000000000000e+02,1.168000000000000000e+03,-2.000000000000000000e+02,8.330000000000000000e+02,7.210000000000000000e+02,4.000000000000000000e+00,5.429999999999999716e+01,4.454000000000000181e-01
6.999999999999999556e-01,8.370000000000000000e+02,-2.000000000000000000e+02,1.100000000000000089e+00,5.120000000000000000e+02,9.500000000000000000e+01,1.228000000000000000e+03,7.900000000000000000e+01,8.360000000000000000e+02,7.200000000000000000e+02,3.700000000000000178e+00,5.579999999999999716e+01,4.489000000000000212e-01
5.000000000000000000e-01,7.950000000000000000e+02,-2.000000000000000000e+02,1.000000000000000000e+00,5.040000000000000000e+02,9.400000000000000000e+01,1.258000000000000000e+03,7.900000000000000000e+01,8.400000000000000000e+02,6.820000000000000000e+02,2.600000000000000089e+00,5.860000000000000142e+01,4.385000000000000009e-01
6.999999999999999556e-01,8.740000000000000000e+02,-2.000000000000000000e+02,1.600000000000000089e+00,5.520000000000000000e+02,1.210000000000000000e+02,1.162000000000000000e+03,9.000000000000000000e+01,8.570000000000000000e+02,7.230000000000000000e+02,3.200000000000000178e+00,5.600000000000000000e+01,4.364000000000000101e-01
1.000000000000000000e+00,9.200000000000000000e+02,-2.000000000000000000e+02,3.200000000000000178e+00,6.670000000000000000e+02,1.310000000000000000e+02,1.005000000000000000e+03,9.500000000000000000e+01,9.160000000000000000e+02,8.130000000000000000e+02,3.600000000000000089e+00,5.539999999999999858e+01,4.419000000000000150e-01
